id,sample_date,P-PO4,N-NH4,N-NO3,N-NO2,S-SO4,Cl,pH,EC,cm,TOC,IC,TC,TN,מהירות זרימה,עכירות,TON,Al,B,Ca,Co,Cu,Fe,K,Mg,Mn,Mo,Na,Zn,Notes
8,2020-05-19,0.2492281,0.10844057777777777,29.1304748,0.4771052,65.00543333333333,962.1738,7.44,4107.0,88,16.19,54.15,70.34,17.23,,,0.0,0.02141,0.35927,214.28,0.0,0.0,0.28254,6.6157,102.65,0.09192,0.0,358.17,0.00949,מים בעכירות נמוכה (1). זרימה איטית (1). מים נראים מלוגלים.
9,2020-05-19,0.4796007,0.15388807777777777,22.916454369999997,0.07964563,47.1029,569.7365,7.71,2743.0,41,15.99,54.51,70.5,13.12,,,0.0,0.0,0.24486,163.18,0.0,0.0,0.04237,5.8588,70.016,0.05079,0.00251,223.71,0.0,זרימה איטית (2) מים בעיכרות בינונית (3). מים מלוכלים. נמדד לפני צינור
10,2020-05-19,0.3598191,0.15324057777777778,25.7382599,0.36909010000000003,57.8157,791.8867,7.43,3552.0,11,16.3,54.26,70.56,15.58,,,0.0,0.07626,0.30379,177.39,0.0,0.0,0.88149,6.96,93.596,0.1474,0.00202,349.11,0.04186,מהירות זרימה בינונית (4). מעט עכירות (3). זרימה מעל הסכר רק בצד ימים. ירוקת על המים
11,2020-05-19,9.13703,5.736251111111112,22.751268,2.977542,35.471399999999996,412.5624,7.63,2223.0,18,29.68,56.33,86.01,20.32,,,0.0,0.0,0.19473,102.41,0.00128,0.0,0.0412,54.034,51.781,0.04821,0.00238,196.35,0.0,מהירות זרימה חזקה (7) עכירות בינונית-גבוהה (3). צבע צהוב
12,2020-05-19,1.55127,2.9866666666666664,25.450135,4.468345,73.22483333333334,1180.657,7.36,4832.0,57,18.76,49.43,68.19,20.23,,,0.0,0.02344,0.35684,208.23,0.00188,0.0,0.06662,16.252,103.75,0.38415,0.0,456.97,0.0,עכירות גובהה (4). זרימה מהירה (6). אפיק נמוך משמעותית משבוע שעבר. העץ נעלם. נמדד מצד האפיק.
13,2020-05-19,3.46788,3.4556666666666667,24.382932,4.733428,66.63333333333334,939.7599,7.5,4204.0,39,21.68,50.96,72.64,20.15,,,0.0,0.02478,0.31994,179.32,0.0015,0.0,0.32181,26.502,93.329,0.26328,0.00165,401.27,0.01387,"מהירות זרימה גבוהה (7), עכירות גבוהה (4). מים צהובים. גשר יבש (כל הזרימה מתחת לגשר)."
1,2020-06-02,0.00400998,0.15236487777777777,88.37808256999999,0.043377429999999995,50.61483333333334,339.1856,7.54,2446.0,6,8.977,30.72,39.7,53.81,,,0.0,,,,,,,,,,,,,נמדד מצד שמאל איפה שהאפיק עמוק יותר. זרימה בינונית-נמוכה (2-3). עכירות נמוכה (1-2)
2,2020-06-02,0,0.14414337777777778,81.87964989999999,0.10073009999999999,51.67083333333333,357.7893,7.55,2438.0,9,9.039,31.23,40.27,52.05,,,0.0,,,,,,,,,,,,,נמדד לאח מפל שני. קרקע בוצית. זרימה בינונית (3). עכירות נמוכה (1-2)
3,2020-06-02,0,0.09056514444444445,55.53485841,0.02544159,57.02726666666666,512.9213,7.59,2802.0,5,10.63,35.31,45.94,36.41,,,0.0,,,,,,,,,,,,,זרימה איטית ןרדןדה (2). עכירות נמוכה (1). ירוקת מפופתחת על משטח בטון. אפיק לפני גשר מלא צמחייה.
4,2020-06-02,0.30298,0.4445193666666667,44.974293800000005,0.4475462,59.25013333333334,559.9935,7.19,2972.0,26,16.35,50.41,66.76,32.14,,,0.0,,,,,,,,,,,,,מים עומדים / זרימה איטית מאד. לפני גשר קצף על המים. עכירות גבוהה (5). אחרי גיזום של צמחיית הנחל
5,2020-06-02,0,0.09654952222222223,35.105077900000005,0.0708321,50.835566666666665,640.2062,7.38,3079.0,13 (בטון) \ 77 (לפני גשר) \ 20 (אחרי גשר),12.39,40.97,53.36,20.16,,,0.0,,,,,,,,,,,,,דיגום לפני גשר. זרימה איטית (2). אחרי גשר זרימה בינונית (3-4). מים צלולים (0). אחרי גיזום צמחיית נחל.
6,2020-06-02,0,0.00406287,49.83265,0,35.997033333333334,631.1012,6.68,3012.0,81,11.85,44.85,56.7,27.09,,,0.0,,,,,,,,,,,,,מים צלולים (0) וקרירים. מים מעל משאבה
7,2020-06-02,0.34066,0.21164927777777776,40.3324835,0.6397465,59.75456666666667,664.5087,7.45,3206.0,11,16.94,55.66,72.6,23.61,,,0.0,,,,,,,,,,,,,מים צלולים (0-1). מהירות בינונית (4-5). אחרי גיזום צמחייה בנחל. ממרכז משטח בטון.
8,2020-06-02,0,0.009579305555555556,30.03608,0,72.2735,1092.173,7.48,4746.0,85,13.09,40.13,53.22,17.28,,,0.0,,,,,,,,,,,,,"זרימה איטית (0-1). מים צלולים. נראים ירוקים, אבל כנראה בגלל ירוקת בתחתית."
9,2020-06-02,0.1690507,0.14138693333333335,10.7073426,0.2380974,47.61336666666667,574.4763,7.61,2774.0,35,18.37,58.27,76.64,7.337,,,0.0,,,,,,,,,,,,,זרימה איטית (1-2). עכירות נמוכה (1-2). מים מלוכלכים. נמדד לפני צינור
10,2020-06-02,0.19064,0.14275185555555553,19.8480952,0.4360148,61.0323,797.1976,7.24,3666.0,6,16.94,58.64,75.58,12.3,,,0.0,,,,,,,,,,,,,מים מכוסים ירוקת. אין זרימה מעל סכר. זרימה קטנה מאד (1) מהצדדים. מים צלולים (0-1). נדגם מעל סכר
11,2020-06-02,0.44841,0.19698746666666667,4.5478755,0.1297675,46.0885,524.4977,7.47,2452.0,8,16.4,46.28,62.68,3.129,,,0.0,,,,,,,,,,,,,מהירות בינונית (5). עכירות נמוגה (0-1).
12,2020-06-02,1.03117,2.5540199999999995,23.817498,3.451682,66.69353333333333,1024.686,7.44,4499.0,60,17.66,46.94,64.6,18.28,,,0.0,,,,,,,,,,,,,נמדד מצד האפיק. מהירות זרימה בינונית-גבוהה (6-7). עכירות גובהה (4-5)
13,2020-06-02,0.98835,2.4913544444444446,22.277346,3.3666039999999997,66.4203,1008.107,7.37,4391.0,38,17.28,46.91,64.19,17.22,,,0.0,,,,,,,,,,,,,זרימה מהירה (6) ומתחת לגשר. מים עכורים (4-5)
101,2020-06-02,0,0.11514331111111112,69.88878261,0.04004739,65.25216666666667,407.5334,7.57,2573.0,5,5.716,22.57,28.29,50.02,,,0.0,,,,,,,,,,,,,נמדד לפני מפלון שנכנס לזרימה מי מעיין. מהירות זרימה נמוכה בינונית (2-3). עכירות גבוהה מאד (4-5).
102,2020-06-02,0,0.07147541333333335,76.82135595,0.04313405,46.263666666666666,328.1356,7.72,2342.0,4,8.015,29.31,37.33,51.23,,,0.0,,,,,,,,,,,,,נמדד לפני כניסה של זרימת קולחין ממרכז האפיק. זרימה נמוכה-בינונית (2-3). מים צלולים (0)
1,2020-06-16,0.0047765,0,79.6793653,0.032904699999999995,53.36816666666667,371.4975,7.97,2453.0,3,7.555,27.69,35.25,48.9,,,0.0,0.0,0.12124,230.6,0.0,0.0,0.00304,1.9996,47.45,0.00348,0.00209,134.03,0.0,זרימה איטית (2). עכירות בינונית-נמוכה (2). נמדד כמ' אחרי גשר (אחרי ערבוב חלקי). זרימה קטנה לנהלל.
2,2020-06-16,0.02161303,0.020142982222222224,87.1370979,0.0821521,51.51263333333333,364.1145,7.94,2433.0,21,11.8,45.74,57.54,48.98,,,0.0,0.0,0.11896,223.1,0.0,0.0,0.00378,3.8294,46.1,0.00593,0.0,137.25,0.0,"זרימה בינונית (3-4). מים צלולים (0). נמדד אחרי ""מפל"" שני."
3,2020-06-16,0.1081005,0,49.23808224,0.00792776,56.9531,554.8152,7.96,2816.0,3,11.74,39.04,50.78,29.67,,,0.0,0.0,0.18414,216.27,0.0,0.0,0.00292,6.5247,61.154,0.00071,0.0,190.58,0.0,זרימה איטית בינונית (2-3). מים צלולים (0). ירוקת על משטח. חצי מזרחי מכוסה בצמחיה.
4,2020-06-16,1.28866,0.022360356666666668,50.962890200000004,0.2831998,50.42273333333333,543.8326,7.81,2817.0,4,16.49,47.53,64.02,33.3,,,0.0,0.01855,0.15491,192.51,0.0,0.01197,0.18203,16.628,62.922,0.05175,0.00255,202.62,0.03814,זרימה איטית (2).עכירות נמוכה (1). מים אדמדמים (אדום שקוף). ראשנים במים.
5,2020-06-16,0.0999101,0.005520752222222223,31.1801333,0.21633670000000002,50.30543333333333,659.5297,7.58,3045.0,15 (בטון) \ 85 (לפני גשר) \ 18 (אחרי גשר),14.95,46.59,61.54,19.54,,,0.0,0.0,0.16175,226.18,0.0,0.0,0.00587,15.541,67.897,0.00818,0.0,199.44,0.0,זרימה איטית-בינונית (3). מים צלולים (0). ירוקת על המים. צב ירוק גדול וקטן במים.
6,2020-06-16,0.006571410000000001,0,44.5645,0,36.326166666666666,672.4716,6.83,3015.0,107,9.91,33.21,43.12,26.17,,,0.0,0.0,0.18665,243.37,0.0,0.0,0.0,1.6967,71.802,0.0,0.0,173.18,0.0,מים צלולים וקרירים. גבוהים יחסית.
7,2020-06-16,0.27673390000000003,0.08743544444444445,35.336839600000005,0.6190703999999999,57.84383333333333,658.9548,7.73,3103.0,8,15.13,51.61,66.74,21.19,,,0.0,0.02146,0.19569,207.16,0.0,0.0,0.01277,11.583,74.603,0.025,0.0,217.98,0.0,מים צלולים עם מעט מרחפים (0-1). מהירות זרימה בינונית (4-5). משטח בטון מכוסה בצמחייה בחלקו.
8,2020-06-16,0.1643364,0.0015732188888888889,24.60389705,0.0014129499999999998,66.02096666666667,909.2401,7.81,3837.0,80,16.29,51.83,68.12,14.89,,,0.0,0.01502,0.30979,211.78,0.0,0.0,0.00749,10.055,94.295,0.01766,0.0,310.15,0.0,זרימה איטית (1). מים צלולים (0-1). נראים ירוקים מבחוץ
9,2020-06-16,0.1314321,0,17.30194183,0.04755817,49.9578,636.9637,8.07,2909.0,22,16.94,58.0,74.94,10.96,,,0.0,0.0,0.27037,153.91,0.0,0.0,0.00441,6.6156,73.765,0.16167,0.00213,238.89,0.0,"זרימה איטית (2). מים עכורים (3) נראים חום מבחוץ ומלוכלכים. קרקעית בוצית. הרבה תנועה במים. מצפה דג באורך כ-30 ס""מ."
10,2020-06-16,0.1709056,0.002606924444444445,20.49403736,0.09423264,63.675900000000006,863.8812,7.62,3721.0,4,18.47,60.05,78.52,12.89,,,0.0,0.01652,0.32173,191.46,0.00113,0.0,0.00765,10.011,89.871,0.17531,0.0,310.28,0.0,זרימה איטית (1-2) בעיקר מהצדדים. כל המים מכוסים במרק אפונה. נדגם מצד מערבי (למטה) שלא מכוסה ירוקת. עכירות בינונית-גבוהה (3-4)
11,2020-06-16,1.53926,0.5563704222222222,0,0,95.04003333333333,1278.698,7.7,5433.0,2,32.63,100.5,133.13,1.303,,,0.7466295777777777,0.01804,0.99933,142.15,0.0,0.0,0.0499,11.086,101.39,1.4426,0.00247,620.52,0.0,רוב האפיק יבש. זרימות קטנות מתחתרות באפיק. מים לבנבנים. עכירות בינונית (3). מהירות זרינה איטית (2)
12,2020-06-16,0.8631146,1.1092666666666666,19.505850000000002,2.9974,71.39783333333334,1174.05,7.72,4796.0,60,16.94,49.36,66.3,15.26,,,0.0,0.0,0.37208,198.36,0.00132,0.0,0.00378,12.878,103.44,0.21679,0.0,446.82,0.0,זרימה בינונית-גבוהה (6-7). עכירות גבוהה (4-5). גובה נמדד ממרכז האפיק. מים חומים
13,2020-06-16,0.7730596000000001,0.29901386666666663,20.139112,2.498008,73.56713333333333,1164.6,7.76,4806.0,25,17.21,49.01,66.22,14.64,,,0.0,0.0,0.37534,196.5,0.00119,0.0,0.00559,12.61,105.45,0.20754,0.0,464.88,0.0,מים חומים בעכירות גבוהה (4-5) זרימה מהירה (7). זוג נמיות (?) נכנסו למים בגדה ממול.
101,2020-06-16,0,0.21303465555555556,82.71987761,0.02380239,63.442566666666664,426.7242,7.83,2546.0,9,5.686,18.88,24.57,48.1,,,0.0,0.0269,0.13343,216.52,0.0,0.0,0.01145,1.97,52.009,0.00637,0.0,149.59,0.0,מים בעכירות גבוהה (4). זרימה מהירה (4). אפיק צר עם תשתית בוצית. מים לבנבנים.
102,2020-06-16,0.04994352,0.009613294444444444,73.49710762,0.08791238,46.56596666666667,344.1982,8.07,2320.0,2,11.19,39.89,51.08,46.62,,,0.0,0.0,0.12025,226.12,0.0,0.0,0.00313,2.369,40.703,0.00134,0.0,130.09,0.0,מים צלולים (0). זרימה איטית (1-2). מגיע מתחת לכביש.
1,2020-07-01,0.01591379,0.028286533333333332,85.08792823,0.05379177,46.87826666666667,343.9425,7.94,2359.0,8,9.821,34.81,44.63,45.31,,,0.0,,,,,,,,,,,,,מהירות זרימה נמוכה (1-2). עכירות בינונית (2).יש זרימה קטנה לנהלל.
2,2020-07-01,0.00860122,0.04288847888888889,74.90751664,0.07124335999999999,46.198,348.0591,8.13,2353.0,10,10.83,35.74,46.57,44.41,,,0.0,,,,,,,,,,,,,"מהירות זרימה בינונית (4). עכירות נמוכה מאד (0-1). נמדד אחרי ""מפל"" שני."
3,2020-07-01,0.00431781,0.0032216955555555552,56.07360343,0.05415657,51.15543333333333,466.6294,8.2,2615.0,7,11.9,39.92,51.82,34.99,,,0.0,,,,,,,,,,,,,זרימה איטית בינונית (2-3) מחלק ימני של משטח. חלק שמאלי מכוסה צמחייה. עכירוץ נמוכה עם קצת מרחפים (1-2). האפיר לפני מלא צמחייה.
4,2020-07-01,3.58339,0.016824033333333335,51.3792961,0.1998139,46.384433333333334,459.4474,8.34,2609.0,2,14.38,41.04,55.42,37.8,,,0.0,,,,,,,,,,,,,זרימה איטית (2).  מים צלולים (0) עם גוון אדמדמם קל. התחתוריות בתשתית הבוצית של האפיק. ירוקת לפני גשר
5,2020-07-01,0.1801568,0.020397206666666664,31.03384218,0.005587819999999999,50.6612,690.8526,8.23,3136.0,11 (בטון) \ 80 (לפני גשר) \ 25 (אחרי גשר),13.84,45.39,59.23,17.06,,,0.0,,,,,,,,,,,,,מים צלולים (0-1). זרימה איטית לפני (1) ובינונית אחרי (3-4). צב במים
6,2020-07-01,0.08786867,0.08023765555555556,46.38099,0,33.22384666666667,625.4171,7.13,3022.0,110,11.52,41.34,52.86,24.83,,,0.0,,,,,,,,,,,,,מים צלולים (0) וקרירים. גבוהים.
7,2020-07-01,0.2078456,0.015799054444444446,47.0640014,0.2074986,57.122099999999996,618.866,8.15,3104.0,6,14.77,49.17,63.94,24.79,,,0.0,,,,,,,,,,,,,מהירות זרימה בינונית-גבוהה (5-6) עכירות בינונית (3) צמחייה ואדמה בתוך האפיק.
8,2020-07-01,0.1572099,0.003555891111111111,35.63419323,0.01397677,63.45973333333333,837.6464,8.14,3769.0,87,14.65,48.54,63.19,18.96,,,0.0,,,,,,,,,,,,,זרימה איטית (1). עכירות נמוכה (1). מים נראים ירוקים ויש ריח לא טוב (בפועל צלולים)
9,2020-07-01,0.1723964,0.015415236666666669,22.30883253,0.09392747,46.2218,605.0037,8.31,2884.0,30,17.13,56.84,73.97,11.73,,,0.0,,,,,,,,,,,,, מהירות זרימה איטית (1) עכירות נמוכה (1-2). מים נראים חומים ומלוכלכים. בועוץ במים.
10,2020-07-01,0.19522489999999998,0.0022257277777777778,32.7436639,0.10478610000000001,58.3811,754.7676,7.9,3588.0,5,15.47,50.79,66.26,17.32,,,0.0,,,,,,,,,,,,,"זרימה איטית (1). במפל בינונית (3-4). מים מכוסים באצה (""מרק אפונה""). גלישה מעל הסכר בחלקו הימיני (משם נדגם). עכירות נמוכה (1-2)."
11,2020-07-01,0.8324506,2.347006666666667,0,0.03756545,65.86263333333333,996.5854,7.86,4273.0,3,27.75,83.56,111.31,2.561,,,0.17642788333333304,,,,,,,,,,,,,"מהירות זרימה נמוכה בינונית (3) עכירות בינונית גבוהה (3-4). מים לבנבנים, רוב האפיק יבש עם התחתרויות בבוץ. ריח לא טוב."
12,2020-07-01,0.5178196,7.268434444444444,26.377053,2.616507,67.94563333333333,1200.719,8.1,4986.0,55,19.18,50.83,70.01,22.28,,,0.0,,,,,,,,,,,,,זרימה בינונית (5). מים עוכרים מאד (5). יחסית נמוכים.
13,2020-07-01,0.5380176,7.422053333333333,26.444443,2.408877,70.28143333333334,1225.32,8.11,5048.0,31,19.29,52.35,71.64,22.15,,,0.0,,,,,,,,,,,,,מהירות בינונית גבוהה (5-6( עכירות גבוהה (5).
101,2020-07-01,0.01511183,0.14318538888888888,76.7160008,0.1314792,62.3889,413.8969,7.71,2636.0,8,28.94,41.42,70.36,47.19,,,0.0,,,,,,,,,,,,,עכירות גובהה מאד (5) זרימה בינונית מהירה (4-5). גובהה נמדד לפני מפלון.
102,2020-07-01,0.1533826,0.03425572111111111,67.62676128,0.05328872,42.395966666666666,325.1234,7.85,2264.0,3,11.84,40.35,52.19,43.1,,,0.0,,,,,,,,,,,,,מים צלולים (0). זרימה בינונית מהירה (4-5). גובה נמדד בנקודה הכי עמוקה באפיק.
1,2020-07-15,0.1154877,0.038424462222222226,79.94447097999999,0.04879902,48.01063333333334,398.2216,7.58,2359.0,10,10.58,32.45,43.03,81.05,,,1.0183055377777777,0.05143,0.13227,233.25,0.0,0.01036,0.0,1.2876,43.229,0.00282,0.0,144.05,0.0,בריכה של מים עומדים (מהירות זרימה (0-1). קצף ולכלוף במים. כל האפיק מלא צמחייה שחוסמת את הזרימה. יש זרימה לנהלל (מפל במהירות 2-3)
2,2020-07-15,0.1234993,0.08924696666666668,76.26803763000001,0.07528237,44.095666666666666,350.8294,7.62,2362.0,13,12.6,35.75,48.35,80.13,,,3.6974330333333256,0.0431,0.1333,240.98,0.0,0.01268,0.0,1.0783,43.664,0.00322,0.0,144.14,0.0,"מהירות זרימה יבנונית (3-4). מים צלולים (0). אפיק לפני ואחרי מלא ב""דשא"" נחלים"
3,2020-07-15,0.01947985,0.007060122222222223,52.450089600000005,0.0292804,51.750233333333334,508.8822,7.58,2667.0,3,12.84,41.6,54.44,55.33,,,2.8435698777777745,0.04436,0.20288,219.35,0.0,0.01844,0.00447,3.8714,57.139,0.00177,0.0,194.65,0.0,משטח בטון מלא צמחייה ואצות. פלגים קטנים בתוך האצות. מהירות זרימה נמוכה בינונית (2-3) ומים צלולים (0). אפיק לפני מלא צמחייה.
4,2020-07-15,0.6007480000000001,0.004052844444444444,47.8653333,0.1163167,48.55726666666666,523.1459,7.58,2660.0,6,13.74,41.38,55.12,47.41,,,0.0,0.04168,0.20653,204.98,0.0,0.02148,0.03548,7.0537,58.641,0.02416,0.0,211.2,0.00366,"מהירות זרימה נמוכה מאד (1). מים צלולים (0). אפיק בוצי, מקבצים צמחייה במים."
5,2020-07-15,0.05250468,0.01662832888888889,30.5498,0,46.506566666666664,691.7174,7.46,3133.0,"75 (בריכה)
26 (אחרי)
14 (לפני-בטון)",14.77,47.36,62.13,31.66,,,1.0935716711111105,0.04089,0.19476,249.56,0.0,0.02502,0.00338,16.169,74.942,0.00303,0.0,223.92,0.0,מהירות זרימה נמוכה בבריכה (0-1) אחרי בינונית (3-4) ובינונית נמוכה במעביר בטון (2-3). מים צלולים (0). צפרדעים במים ושפריריות אדומות. המון אצות במים. אפיק אחרי מלא צמחייה
6,2020-07-15,0.1137744,0.10257846666666666,43.30353,0,30.801863333333333,616.8375,6.95,2970.0,110,14.75,53.12,67.87,43.38,,,0.0,0.03711,0.20859,255.29,0.0,0.02206,0.18887,1.2599,72.061,0.00739,0.0,186.45,0.00901,מים צלולים. גבוהים.
7,2020-07-15,0.233392,0.06798115333333335,39.1366426,0.1202974,53.2892,672.4731,7.6,3178.0,6,14.67,52.44,67.11,39.55,,,0.225078846666662,0.05034,0.22058,233.38,0.0,0.01762,0.02226,8.434,81.345,0.02315,0.0,240.75,0.0,מהירות זרימה בינונית גבוהה (5-6). עכירות בינונית גבוהה (4). חישות קנים לפני ואחרי בטון.
8,2020-07-15,0.18804300000000002,0.0054034788888888885,26.263837839999997,0.01999216,58.70676666666666,872.7576,7.42,3747.0,74,15.73,51.92,67.65,28.0,,,1.7107665211111112,0.03407,0.34889,227.0,0.0,0.01981,0.00551,5.0341,100.3,0.02789,0.0,332.92,0.0,זרימה אפסית (0). מים מכוסים מרק אפונה. ריח לא טוב. עכירות נמוכה (0-1) נדגם מתחת למרק אפונה.
9,2020-07-15,0.2626497,0.004065506666666666,20.76492181,0.06673819,44.12146666666666,644.6835,7.54,2920.0,34,16.51,58.76,75.27,22.04,,,1.2042744933333331,0.04211,0.28076,193.76,0.0,0.01326,0.01045,5.9754,80.129,0.05093,0.00244,250.8,0.0,עכירות גבוהה (4). מהירות זרימה אפסית (0). קצף שומני על המים.
10,2020-07-15,0.177369,0.09936476666666666,26.1058386,0.1105614,55.3676,811.5368,7.41,3537.0,2,16.11,54.25,70.36,27.1,,,0.7842352333333338,0.03962,0.33714,215.09,0.0,0.01508,0.01048,5.6544,91.385,0.04964,0.00202,277.81,0.0,רוב הקרקעית היא אצה מיובשת. זרימה אפסית (0). מים מתחת למרק אפונה צלולים. נדגם מדליפה בסכר מצד ימים (מהירות זרימה נמוכה 1-2). נצפדו דגים גדולים במים (שפמנונים?)
11,2020-07-15,0.9032723,2.04092,0,0,65.9492,1013.259,7.36,4561.0,4,30.46,95.81,126.27,3.2,,,1.1590800000000003,0.04155,0.82662,170.65,0.0,0.01553,0.05063,6.1482,96.434,1.133,0.0,514.14,0.00486,מים לבנבנים. משהו שחור במים (אצה? רואים טוב בשפך). עכירות גבוהה (3-4). מהירות זרימה נמוכה (2-3). רוב האפיק יבש עם התחתרויות.
12,2020-07-15,0.3843315,0.01124798888888889,19.2100528,0.19083719999999998,66.1502,1223.555,7.69,4740.0,55,16.04,47.08,63.12,19.49,,,0.07786201111110813,0.04183,0.40268,214.71,0.00118,0.01868,0.01205,9.7079,115.56,0.11889,0.00202,465.04,0.00289,מהירות בינונית (3-4). עכירות גבוהה (4).
13,2020-07-15,0.4101202,0.011902566666666666,18.2661383,0.2229717,66.13783333333333,1207.465,7.73,4758.0,25,16.08,46.35,62.43,19.38,,,0.8789874333333323,0.07126,0.40873,207.39,0.00127,0.0192,0.05791,9.5047,114.99,0.14399,0.00168,459.97,0.0,מהירות זרימה בינונית גבוהה (5-6). עכירות גבוהה (4).
101,2020-07-15,0.10800459999999999,0.09697582222222222,77.33362488,0.08365512,58.07513333333333,412.2319,7.63,2529.0,9,11.48,38.78,50.26,77.37,,,0.0,0.04628,0.1617,239.78,0.0,0.0,0.02779,3.5487,54.384,0.00828,0.0,167.39,0.00963,מהירות זרימה בינונית (3-4). עכירות גבוהה מאד (4-5)
102,2020-07-15,0.01147316,0,82.28864519,0.019994810000000002,41.415733333333336,342.5623,7.57,2313.0,4,11.24,38.38,49.62,79.31,,,0.0,0.0466,0.13245,235.99,0.0,0.0,0.0,1.1438,39.43,0.00129,0.0,138.15,0.0,מהיאות בינונית-נמוכה (2). מים צלולילם.
1,2020-07-28,0.00441371,0.0038185855555555553,94.56068403,0.04525597,50.34623333333334,359.4124,7.54,2362.0,7,10.77,38.92,49.69,81.03,אין תנועה (0). במפל זרימה נמוכה (1),נמוכה (1),0.0,,,,,,,,,,,,,בריכה עכורה עם קצף אחרי הגשר. כל האזור מלא צמחייה במים. נמדד כמה' אחרי כשר.  מעט מים זורמים לכיוון נחל נהלל (מהירות 1). הרבה תנועה במים לפני סכר (ראשנים? דגיגונים?)
2,2020-07-28,0.00405813,0,87.67395871,0.07129129000000001,49.63066666666666,360.3555,7.66,2356.0,12,11.77,41.76,53.53,80.27,בינונית (3),צלולים (0),0.0,,,,,,,,,,,,,"צמחייה לפני ואחרי נקודת דיגום. גובה נמדד אחרי ""מפל"" שני."
3,2020-07-28,0.057313720000000005,0,49.88330266,0.023347339999999998,57.48853333333333,580.9957,7.85,2841.0,3,14.0,41.39,55.39,46.98,נמוכה (1),נמוכה מאד (0-1),0.0,,,,,,,,,,,,,צמחייה מפתותחת באפיק לפני ועל רוב משטח הבטון.
4,2020-07-28,0.9693016,0.003865858888888889,16.34058103,0.08451897,58.867333333333335,714.3576,7.7,3285.0,3,18.29,60.08,78.37,16.84,נמוכה (0-1),נמוכה (1),0.41103414111110936,,,,,,,,,,,,,המון מרחפים במים. אפיק בוצי ומלא צמחייה.
5,2020-07-28,0.1835049,0.00165438,36.076825320000005,0.017424679999999998,51.2793,713.4457,7.84,3243.0,"80 (בריכה)
20 (אחרי)
11 (לפני-בטון)",14.23,51.05,65.28,33.22,נמוכה (0-1). אחרי בינונית (3-4) ונמוכה במעביר בטון (2-3),נמוכה (1),0.0,,,,,,,,,,,,,צב במים. רוב האפיק מלא בקנה.
6,2020-07-28,0.02035091,0.03305584333333333,46.233764709999996,0.00199529,32.49031333333333,629.7917,6.95,3005.0,110,13.61,49.01,62.62,43.78,,צלולים (0),0.0,,,,,,,,,,,,,גבוהים.
7,2020-07-28,0.1875458,0,44.474107100000005,0.11488290000000001,60.3339,709.4959,7.8,3345.0,5,14.37,52.25,66.62,41.61,בינונית-מהירה (4-5),גבוהה מאד (4),0.0,,,,,,,,,,,,,האפיק מלא בקנה לפני ואחרי
8,2020-07-28,0.08947084,0,38.93437128,0.04091872,66.06183333333333,986.4093,7.76,4092.0,66,14.04,52.88,66.92,34.38,מים עומדים (0),עכירות נמוכה-בינונית (1-2),0.0,,,,,,,,,,,,,כל האפיק מכוסה במרק אפונה
9,2020-07-28,0.3124157,0.0016719811111111113,22.09522833,0.07224167,47.5996,631.0023,7.95,2905.0,10,15.4,58.78,74.18,21.02,נמוכה בינונית (2-3),בינונית (2),0.0,,,,,,,,,,,,,מים רדודים מאד. רוב האפיק בוץ חוץ מאפיק טן במרכז. יתכן בגלל שהפסיקו להשקות את התירס על פי חקלאי מבית יהושוע. צב קטן במים
10,2020-07-28,0.21452369999999998,0.11370068888888889,33.970869099999994,0.1212809,63.78,848.3047,7.74,3850.0,5,14.4,55.64,70.04,30.3,נומכה (1-2),נמוכה בינונית (2),0.0,,,,,,,,,,,,,"מים כמה ס""מ מתחת לגובה הסכר. טפטוף מצד ימין. הכל מכוסה במרק אפונה לפני ואחרי למעט בריכה ""צלולה"" בצד ימין (משם נדגם) מלאה בשפמנונים גדולים"
11,2020-07-28,2.584911,9.284201111111111,0,0,52.7657,1013.364,7.58,4681.0,3,38.06,108.4,146.46,10.12,בינונית (3),בינונית-גבוהה (3),0.8357988888888883,,,,,,,,,,,,,"מים לבנבנים. ריח רע מהמים, דברים שחורים צפים (אצות מתות?)"
12,2020-07-28,0.47155430000000004,0.3987822222222223,17.1148102,0.6106698,63.46146666666667,1018.986,7.88,4318.0,55,18.15,48.71,66.86,16.7,בינונית (3),גבוהה מאד (4),0.0,,,,,,,,,,,,,מים חומים
13,2020-07-28,0.47165159999999995,0.025936812222222223,16.6128898,0.1676002,66.09570000000001,1053.877,8.02,4434.0,30,18.87,49.51,68.38,15.86,בינונית-חזקה (6-7),גבוהה מאד (4),0.0,,,,,,,,,,,,,מים חומים
101,2020-07-28,0.00470209,0.1389846888888889,84.5476922,0.0746478,64.99456666666667,405.6787,7.38,2532.0,4,11.5,35.71,47.21,79.07,בינונית (3-4),בינונית גבוהה (3-4),0.0,,,,,,,,,,,,,אפיק צר ובוצי מאד.
102,2020-07-28,0.00423361,0.043315019999999996,86.35873237,0.02435763,45.8263,336.0623,7.56,2321.0,4,12.74,41.5,54.24,81.44,בינונית (3-4),צלולים (0),0.0,,,,,,,,,,,,,זרימה מאד נמוכה
